Problem,Optimizer,Success_Rate,Mean_Final_Value,Best_Value,Mean_Func_Evals,Mean_Time
Griewank_2D,QQN-Bisection-2,0.0,4.66e0,4.25e0,94.6,0.002
Griewank_2D,QQN-StrongWolfe,0.0,4.74e0,3.76e0,347.6,0.015
Griewank_2D,GD,0.0,4.91e0,4.91e0,1668.0,0.041
Griewank_2D,Trust Region-Precise,0.0,4.95e0,4.93e0,58.7,0.000
Griewank_2D,Trust Region-Conservative,0.0,4.92e0,4.91e0,336.5,0.002
Griewank_2D,L-BFGS-Aggressive,0.0,4.91e0,4.91e0,2427.6,0.055
Griewank_2D,Trust Region-Aggressive,0.0,6.00e0,5.90e0,5.0,0.000
Griewank_2D,L-BFGS-Limited,0.0,4.91e0,4.91e0,927.3,0.021
Griewank_2D,L-BFGS,0.0,4.91e0,4.91e0,295.6,0.006
Griewank_2D,GD-Momentum,0.0,4.91e0,4.91e0,100.2,0.003
Griewank_2D,L-BFGS-Conservative,0.0,4.91e0,4.91e0,504.6,0.012
Griewank_2D,QQN-Bisection-1,0.0,4.91e0,4.91e0,76.3,0.002
Griewank_2D,L-BFGS-MoreThuente,0.0,4.91e0,4.91e0,73.0,0.001
Griewank_2D,GD-WeightDecay,0.0,4.91e0,4.91e0,406.6,0.012
Griewank_2D,GD-Nesterov,0.0,4.91e0,4.91e0,125.0,0.004
Griewank_2D,QQN-GoldenSection,0.0,4.91e0,4.91e0,258.3,0.004
Griewank_2D,Trust Region-Standard,0.0,5.99e0,5.90e0,5.0,0.000
Griewank_5D,QQN-Bisection-2,0.0,1.21e1,9.76e0,984.9,0.025
Griewank_5D,L-BFGS-Aggressive,0.0,1.09e1,5.15e0,1097.7,0.015
Griewank_5D,QQN-Bisection-1,0.0,1.06e1,2.18e0,872.0,0.020
Griewank_5D,QQN-CubicQuadraticInterpolation,0.0,1.28e1,1.22e1,115.1,0.004
Griewank_5D,GD-AdaptiveMomentum,0.0,1.23e1,1.22e1,133.1,0.005
Griewank_5D,Adam-Fast,0.0,1.23e1,1.22e1,67.1,0.001
Griewank_5D,Adam-AMSGrad,0.0,1.25e1,1.25e1,2502.0,0.059
Griewank_5D,Adam-WeightDecay,0.0,1.23e1,1.23e1,1651.7,0.037
Griewank_5D,Adam-Robust,0.0,1.29e1,1.28e1,2502.0,0.059
Griewank_5D,L-BFGS-Limited,0.0,1.22e1,1.22e1,632.5,0.015
Griewank_5D,Trust Region-Adaptive,0.0,1.35e1,1.34e1,5.0,0.000
Griewank_5D,GD-Momentum,0.0,1.22e1,1.22e1,387.2,0.012
Griewank_5D,Trust Region-Conservative,0.0,1.23e1,1.23e1,380.4,0.003
Griewank_5D,L-BFGS-MoreThuente,0.0,1.22e1,1.22e1,118.5,0.003
Griewank_5D,Trust Region-Precise,0.0,1.34e1,1.23e1,11.4,0.000
Griewank_5D,Trust Region-Standard,0.0,1.35e1,1.34e1,5.0,0.000
Griewank_5D,Trust Region-Aggressive,0.0,1.35e1,1.35e1,5.0,0.000
Griewank_5D,GD,0.0,1.22e1,1.22e1,1668.0,0.044
Griewank_5D,Adam,0.0,1.25e1,1.25e1,2502.0,0.052
Griewank_5D,GD-Nesterov,0.0,1.22e1,1.22e1,394.2,0.013
Griewank_5D,GD-WeightDecay,0.0,1.22e1,1.22e1,915.3,0.030
Griewank_5D,L-BFGS-Conservative,0.0,1.22e1,1.22e1,705.6,0.019
Griewank_5D,L-BFGS,0.0,1.22e1,1.22e1,259.7,0.006
Griewank_5D,QQN-GoldenSection,0.0,1.12e1,1.62e0,1154.2,0.023
Griewank_5D,QQN-StrongWolfe,0.0,1.09e1,5.74e0,1535.0,0.071
Griewank_10D,Adam-AMSGrad,0.0,2.54e1,2.53e1,2502.0,0.064
Griewank_10D,Adam-WeightDecay,0.0,2.42e1,2.41e1,2502.0,0.061
Griewank_10D,QQN-Bisection-1,5.0,2.19e1,5.93e-10,2381.1,0.065
Griewank_10D,Adam,0.0,2.54e1,2.53e1,2502.0,0.057
Griewank_10D,Trust Region-Adaptive,0.0,2.60e1,2.60e1,5.0,0.000
Griewank_10D,Trust Region-Standard,0.0,2.60e1,2.60e1,5.0,0.000
Griewank_10D,Trust Region-Conservative,0.0,2.08e1,1.60e1,1557.3,0.012
Griewank_10D,QQN-StrongWolfe,0.0,6.06e0,9.86e-3,2281.2,0.091
Griewank_10D,Trust Region-Aggressive,0.0,2.60e1,2.60e1,5.0,0.000
Griewank_10D,Trust Region-Precise,0.0,2.60e1,2.60e1,5.0,0.000
Griewank_10D,L-BFGS,0.0,1.93e1,1.20e1,483.9,0.012
Griewank_10D,L-BFGS-Conservative,0.0,2.33e1,2.01e1,1668.3,0.049
Griewank_10D,Adam-Fast,0.0,1.17e1,2.89e0,950.2,0.022
Griewank_10D,QQN-Bisection-2,0.0,2.33e1,1.67e0,3260.0,0.083
Griewank_10D,L-BFGS-MoreThuente,0.0,1.42e1,1.93e0,499.3,0.011
Griewank_10D,GD-Nesterov,0.0,2.21e1,2.15e1,1668.0,0.058
Griewank_10D,L-BFGS-Aggressive,0.0,6.09e0,1.01e0,3817.8,0.054
Griewank_10D,GD-AdaptiveMomentum,0.0,1.90e1,1.39e1,920.4,0.035
Griewank_10D,QQN-CubicQuadraticInterpolation,0.0,2.45e1,9.67e-1,108.6,0.003
Griewank_10D,Adam-Robust,0.0,2.55e1,2.55e1,2502.0,0.063
Griewank_10D,L-BFGS-Limited,0.0,1.95e1,8.48e0,2256.7,0.059
Griewank_10D,GD-Momentum,0.0,2.20e1,2.16e1,1668.0,0.054
Griewank_10D,GD-WeightDecay,0.0,2.48e1,2.48e1,1668.0,0.059
Griewank_10D,QQN-GoldenSection,0.0,2.35e1,2.19e0,4343.6,0.085
Griewank_10D,GD,0.0,2.56e1,2.55e1,1668.0,0.049
Schwefel_2D,QQN-Bisection-2,0.0,7.11e2,7.11e2,50.9,0.001
Schwefel_2D,GD-AdaptiveMomentum,0.0,7.12e2,7.12e2,89.0,0.003
Schwefel_2D,Adam-WeightDecay,0.0,9.10e2,9.09e2,2502.0,0.054
Schwefel_2D,GD-Momentum,0.0,7.11e2,7.11e2,277.4,0.008
Schwefel_2D,Adam,0.0,9.35e2,9.33e2,2502.0,0.050
Schwefel_2D,L-BFGS-Aggressive,0.0,7.11e2,7.11e2,101.0,0.001
Schwefel_2D,Adam-Robust,0.0,9.37e2,9.36e2,2502.0,0.057
Schwefel_2D,Trust Region-Standard,0.0,7.12e2,7.12e2,711.8,0.005
Schwefel_2D,QQN-CubicQuadraticInterpolation,0.0,7.11e2,7.11e2,57.9,0.001
Schwefel_2D,Trust Region-Conservative,0.0,9.37e2,9.35e2,3002.0,0.019
Schwefel_2D,Trust Region-Precise,0.0,8.84e2,8.83e2,3002.0,0.019
Schwefel_2D,QQN-StrongWolfe,50.0,-7.26e2,-1.07e4,379.3,0.016
Schwefel_2D,Trust Region-Adaptive,0.0,7.11e2,7.11e2,2834.8,0.018
Schwefel_2D,GD-Nesterov,0.0,7.11e2,7.11e2,292.6,0.009
Schwefel_2D,L-BFGS-Conservative,0.0,7.11e2,7.11e2,2095.3,0.057
Schwefel_2D,QQN-GoldenSection,0.0,7.11e2,7.11e2,145.1,0.002
Schwefel_2D,Adam-AMSGrad,0.0,9.35e2,9.34e2,2502.0,0.057
Schwefel_2D,Trust Region-Aggressive,0.0,7.17e2,7.16e2,179.0,0.001
Schwefel_2D,GD-WeightDecay,0.0,7.11e2,7.11e2,1115.0,0.034
Schwefel_2D,L-BFGS,0.0,7.11e2,7.11e2,292.1,0.008
Schwefel_2D,L-BFGS-Limited,0.0,7.11e2,7.11e2,513.3,0.013
Schwefel_2D,Adam-Fast,0.0,7.11e2,7.11e2,1972.4,0.039
Schwefel_2D,L-BFGS-MoreThuente,0.0,7.11e2,7.11e2,147.6,0.003
Schwefel_2D,GD,0.0,7.11e2,7.11e2,1668.0,0.041
Schwefel_2D,QQN-Bisection-1,0.0,7.11e2,7.11e2,47.6,0.001
Schwefel_5D,GD-Nesterov,0.0,1.78e3,1.78e3,339.1,0.011
Schwefel_5D,Adam-AMSGrad,0.0,2.34e3,2.34e3,2502.0,0.059
Schwefel_5D,QQN-GoldenSection,0.0,1.78e3,1.78e3,149.4,0.002
Schwefel_5D,QQN-CubicQuadraticInterpolation,0.0,1.78e3,1.78e3,57.3,0.001
Schwefel_5D,L-BFGS,0.0,1.78e3,1.78e3,325.7,0.008
Schwefel_5D,Adam-WeightDecay,0.0,2.28e3,2.27e3,2502.0,0.056
Schwefel_5D,Trust Region-Conservative,0.0,2.36e3,2.35e3,3002.0,0.020
Schwefel_5D,QQN-Bisection-1,0.0,1.78e3,1.78e3,52.0,0.001
Schwefel_5D,L-BFGS-Aggressive,0.0,1.78e3,1.78e3,101.0,0.001
Schwefel_5D,GD-Momentum,0.0,1.78e3,1.78e3,323.9,0.010
Schwefel_5D,Trust Region-Standard,0.0,1.78e3,1.78e3,1774.8,0.012
Schwefel_5D,Trust Region-Precise,0.0,2.30e3,2.30e3,3002.0,0.020
Schwefel_5D,Adam-Fast,0.0,1.78e3,1.78e3,1907.4,0.039
Schwefel_5D,Trust Region-Adaptive,0.0,2.12e3,2.11e3,3002.0,0.020
Schwefel_5D,Adam-Robust,0.0,2.34e3,2.34e3,2502.0,0.059
Schwefel_5D,Trust Region-Aggressive,0.0,1.78e3,1.78e3,446.0,0.003
Schwefel_5D,L-BFGS-Limited,0.0,1.79e3,1.78e3,661.0,0.020
Schwefel_5D,L-BFGS-MoreThuente,0.0,1.78e3,1.78e3,158.2,0.004
Schwefel_5D,GD-WeightDecay,0.0,1.78e3,1.78e3,1124.1,0.036
Schwefel_5D,QQN-Bisection-2,0.0,1.78e3,1.78e3,52.0,0.001
Schwefel_5D,QQN-StrongWolfe,50.0,-1.74e3,-3.30e4,349.1,0.015
Schwefel_5D,L-BFGS-Conservative,0.0,1.78e3,1.78e3,2163.4,0.061
Schwefel_5D,GD,0.0,1.78e3,1.78e3,1668.0,0.044
Schwefel_5D,GD-AdaptiveMomentum,0.0,1.78e3,1.78e3,124.3,0.004
Schwefel_5D,Adam,0.0,2.34e3,2.33e3,2502.0,0.052
Schwefel_10D,Adam-WeightDecay,0.0,4.55e3,4.55e3,2502.0,0.060
Schwefel_10D,L-BFGS,0.0,3.55e3,3.55e3,300.9,0.008
Schwefel_10D,L-BFGS-Conservative,0.0,3.55e3,3.55e3,2188.9,0.064
Schwefel_10D,Adam-Robust,0.0,4.69e3,4.68e3,2502.0,0.064
Schwefel_10D,QQN-Bisection-1,0.0,3.55e3,3.55e3,52.0,0.001
Schwefel_10D,QQN-GoldenSection,0.0,3.55e3,3.55e3,147.8,0.002
Schwefel_10D,QQN-StrongWolfe,50.0,8.35e2,-2.28e3,395.5,0.019
Schwefel_10D,GD-Nesterov,0.0,3.55e3,3.55e3,392.1,0.013
Schwefel_10D,Adam-Fast,0.0,3.55e3,3.55e3,1628.7,0.035
Schwefel_10D,QQN-Bisection-2,0.0,3.55e3,3.55e3,52.0,0.002
Schwefel_10D,QQN-CubicQuadraticInterpolation,0.0,3.55e3,3.55e3,56.9,0.001
Schwefel_10D,GD-AdaptiveMomentum,0.0,3.55e3,3.55e3,164.1,0.007
Schwefel_10D,Trust Region-Adaptive,0.0,4.48e3,4.48e3,3002.0,0.022
Schwefel_10D,Trust Region-Standard,0.0,3.73e3,3.73e3,3002.0,0.022
Schwefel_10D,Trust Region-Aggressive,0.0,3.56e3,3.56e3,888.8,0.007
Schwefel_10D,Adam-AMSGrad,0.0,4.67e3,4.67e3,2502.0,0.063
Schwefel_10D,L-BFGS-Aggressive,0.0,3.55e3,3.55e3,101.0,0.002
Schwefel_10D,L-BFGS-Limited,0.0,3.55e3,3.42e3,577.7,0.020
Schwefel_10D,GD-Momentum,0.0,3.55e3,3.55e3,380.3,0.012
Schwefel_10D,Trust Region-Conservative,0.0,4.72e3,4.72e3,3002.0,0.022
Schwefel_10D,GD-WeightDecay,0.0,3.55e3,3.55e3,1194.6,0.040
Schwefel_10D,Trust Region-Precise,0.0,4.67e3,4.67e3,3002.0,0.022
Schwefel_10D,GD,0.0,3.55e3,3.55e3,1668.0,0.046
Schwefel_10D,Adam,0.0,4.67e3,4.67e3,2502.0,0.056
Schwefel_10D,L-BFGS-MoreThuente,0.0,3.55e3,3.55e3,159.3,0.004
Levy_2D,GD-Nesterov,0.0,1.31e-1,9.69e-2,22.4,0.001
Levy_2D,QQN-Bisection-1,100.0,1.15e-7,2.81e-9,102.2,0.003
Levy_2D,Adam,0.0,5.69e-3,1.60e-3,2502.0,0.052
Levy_2D,Adam-WeightDecay,100.0,9.83e-7,9.67e-7,2229.0,0.048
Levy_2D,L-BFGS,80.0,7.38e-3,1.57e-7,285.0,0.007
Levy_2D,L-BFGS-Conservative,85.0,9.25e-7,8.80e-8,626.6,0.016
Levy_2D,Adam-AMSGrad,0.0,2.61e-2,1.24e-2,2502.0,0.058
Levy_2D,QQN-Bisection-2,100.0,1.80e-7,2.53e-9,93.0,0.002
Levy_2D,Trust Region-Conservative,0.0,1.34e-2,9.88e-3,385.2,0.003
Levy_2D,QQN-GoldenSection,100.0,1.81e-7,1.48e-10,300.9,0.005
Levy_2D,QQN-CubicQuadraticInterpolation,100.0,8.29e-8,5.12e-10,87.6,0.003
Levy_2D,L-BFGS-Aggressive,70.0,6.19e-4,6.80e-8,1303.1,0.017
Levy_2D,GD-Momentum,0.0,1.57e-1,1.15e-1,22.5,0.001
Levy_2D,GD-AdaptiveMomentum,0.0,3.36e-1,2.35e-1,16.4,0.001
Levy_2D,Trust Region-Standard,0.0,3.36e0,1.74e-3,18.2,0.000
Levy_2D,Trust Region-Precise,0.0,6.16e-2,3.16e-2,70.6,0.001
Levy_2D,L-BFGS-MoreThuente,95.0,5.43e-6,7.84e-9,286.5,0.006
Levy_2D,L-BFGS-Limited,95.0,1.05e-6,1.49e-7,583.7,0.013
Levy_2D,GD,0.0,2.39e-4,1.85e-4,1668.0,0.043
Levy_2D,Adam-Robust,0.0,4.34e-2,1.83e-2,2502.0,0.058
Levy_2D,Trust Region-Aggressive,0.0,1.31e0,9.21e-1,5.0,0.000
Levy_2D,QQN-StrongWolfe,100.0,2.98e-7,1.89e-10,79.0,0.003
Levy_2D,Adam-Fast,0.0,7.87e-2,7.26e-2,36.5,0.001
Levy_2D,Trust Region-Adaptive,0.0,1.01e1,6.77e-2,27.2,0.000
Levy_2D,GD-WeightDecay,100.0,9.96e-7,9.93e-7,1453.5,0.046
Levy_5D,QQN-GoldenSection,100.0,2.57e-7,1.77e-10,382.3,0.007
Levy_5D,Adam-AMSGrad,0.0,7.64e-2,5.66e-2,2502.0,0.060
Levy_5D,QQN-Bisection-2,100.0,2.16e-7,1.51e-10,101.3,0.003
Levy_5D,Adam-Robust,0.0,6.80e-2,3.18e-2,2502.0,0.060
Levy_5D,L-BFGS-MoreThuente,100.0,6.91e-7,1.12e-9,296.9,0.006
Levy_5D,L-BFGS,80.0,4.35e-2,2.47e-7,173.6,0.004
Levy_5D,GD,0.0,2.32e-4,1.98e-4,1668.0,0.045
Levy_5D,L-BFGS-Limited,70.0,2.87e-4,2.75e-7,1375.8,0.025
Levy_5D,Trust Region-Adaptive,0.0,1.06e1,4.60e-2,46.9,0.000
Levy_5D,Trust Region-Precise,0.0,3.62e-2,1.69e-2,168.1,0.001
Levy_5D,Adam-Fast,0.0,1.67e-1,1.54e-1,37.0,0.001
Levy_5D,Adam-WeightDecay,60.0,1.43e-6,9.65e-7,2087.2,0.048
Levy_5D,L-BFGS-Aggressive,75.0,2.73e-2,6.19e-7,825.3,0.012
Levy_5D,GD-Momentum,10.0,1.72e-1,9.75e-7,56.5,0.002
Levy_5D,GD-Nesterov,25.0,9.57e-2,9.78e-7,102.2,0.003
Levy_5D,GD-WeightDecay,100.0,9.96e-7,9.93e-7,1448.8,0.048
Levy_5D,Trust Region-Aggressive,0.0,4.37e-1,1.82e-1,8.2,0.000
Levy_5D,GD-AdaptiveMomentum,0.0,4.77e-1,3.80e-1,19.2,0.001
Levy_5D,QQN-StrongWolfe,100.0,3.31e-7,1.45e-9,69.2,0.002
Levy_5D,QQN-Bisection-1,100.0,3.74e-7,4.32e-9,103.4,0.003
Levy_5D,QQN-CubicQuadraticInterpolation,100.0,2.65e-7,2.28e-9,96.0,0.003
Levy_5D,L-BFGS-Conservative,100.0,6.68e-7,1.69e-8,332.8,0.008
Levy_5D,Adam,0.0,7.73e-3,3.13e-3,2502.0,0.054
Levy_5D,Trust Region-Standard,0.0,2.49e0,4.43e-4,26.4,0.000
Levy_5D,Trust Region-Conservative,0.0,1.23e-2,8.28e-3,996.6,0.007
Levy_10D,GD-AdaptiveMomentum,0.0,6.50e-1,5.54e-1,21.9,0.001
Levy_10D,QQN-CubicQuadraticInterpolation,100.0,2.83e-7,2.06e-9,98.6,0.003
Levy_10D,GD-WeightDecay,100.0,9.97e-7,9.93e-7,1451.7,0.052
Levy_10D,L-BFGS-Limited,80.0,2.41e-5,5.25e-7,1051.8,0.021
Levy_10D,GD-Momentum,0.0,2.58e-1,1.93e-1,28.1,0.001
Levy_10D,Adam-Fast,0.0,3.12e-1,2.89e-1,36.9,0.001
Levy_10D,Adam,0.0,6.46e-3,2.32e-3,2502.0,0.058
Levy_10D,QQN-GoldenSection,100.0,2.74e-7,1.87e-10,399.3,0.007
Levy_10D,QQN-StrongWolfe,100.0,1.46e-7,7.28e-10,70.1,0.002
Levy_10D,GD-Nesterov,0.0,1.74e-1,1.40e-1,28.4,0.001
Levy_10D,Adam-AMSGrad,0.0,1.51e-1,1.12e-1,2502.0,0.065
Levy_10D,Adam-WeightDecay,0.0,2.80e-6,1.41e-6,1897.2,0.047
Levy_10D,Adam-Robust,0.0,9.82e-2,6.13e-2,2502.0,0.065
Levy_10D,L-BFGS-Aggressive,25.0,1.27e0,4.01e-7,2637.9,0.034
Levy_10D,Trust Region-Standard,0.0,2.04e0,8.10e-2,29.6,0.000
Levy_10D,L-BFGS-Conservative,100.0,6.63e-7,7.05e-8,365.9,0.010
Levy_10D,Trust Region-Aggressive,0.0,6.17e-1,2.22e-1,11.8,0.000
Levy_10D,QQN-Bisection-2,100.0,2.70e-7,1.96e-10,111.1,0.003
Levy_10D,Trust Region-Adaptive,0.0,7.36e-2,1.96e-2,84.5,0.001
Levy_10D,L-BFGS,80.0,3.96e-3,3.36e-7,223.2,0.005
Levy_10D,GD,0.0,2.28e-4,1.85e-4,1668.0,0.049
Levy_10D,Trust Region-Conservative,0.0,1.21e-2,9.38e-3,1976.9,0.016
Levy_10D,L-BFGS-MoreThuente,100.0,7.24e-7,8.40e-8,165.1,0.004
Levy_10D,Trust Region-Precise,0.0,3.14e-2,1.56e-2,325.6,0.003
Levy_10D,QQN-Bisection-1,100.0,2.49e-7,1.67e-8,109.7,0.003
Zakharov_2D,Trust Region-Conservative,0.0,8.84e-1,1.05e-2,2569.1,0.016
Zakharov_2D,Adam,0.0,1.77e-3,5.24e-5,2502.0,0.050
Zakharov_2D,QQN-StrongWolfe,100.0,4.83e-9,1.51e-9,95.0,0.003
Zakharov_2D,GD,100.0,9.76e-9,9.61e-9,417.4,0.011
Zakharov_2D,L-BFGS,60.0,2.88e-2,5.69e-10,158.7,0.003
Zakharov_2D,L-BFGS-Limited,90.0,6.46e-7,1.04e-9,658.2,0.012
Zakharov_2D,GD-Nesterov,0.0,6.00e-1,5.01e-1,16.7,0.001
Zakharov_2D,L-BFGS-Aggressive,70.0,3.75e0,4.91e-10,1213.0,0.007
Zakharov_2D,Trust Region-Aggressive,0.0,5.16e4,5.33e-1,18.9,0.000
Zakharov_2D,Trust Region-Precise,0.0,6.91e-2,8.62e-3,503.2,0.003
Zakharov_2D,GD-AdaptiveMomentum,0.0,7.05e-1,4.12e-1,16.6,0.001
Zakharov_2D,Adam-AMSGrad,0.0,9.29e-2,4.85e-2,2502.0,0.057
Zakharov_2D,QQN-CubicQuadraticInterpolation,100.0,1.52e-9,1.85e-11,89.2,0.003
Zakharov_2D,QQN-Bisection-1,100.0,7.75e-14,9.76e-18,114.6,0.002
Zakharov_2D,Adam-WeightDecay,100.0,9.88e-9,9.74e-9,2040.6,0.043
Zakharov_2D,QQN-Bisection-2,100.0,9.02e-14,4.37e-17,84.0,0.002
Zakharov_2D,L-BFGS-Conservative,75.0,6.39e-7,5.41e-10,863.5,0.022
Zakharov_2D,GD-Momentum,0.0,1.08e0,8.96e-1,17.1,0.000
Zakharov_2D,QQN-GoldenSection,100.0,7.14e-11,5.21e-21,180.9,0.003
Zakharov_2D,GD-WeightDecay,25.0,8.53e-2,8.63e-9,47.9,0.001
Zakharov_2D,Trust Region-Adaptive,0.0,4.96e3,3.14e-2,121.0,0.001
Zakharov_2D,Trust Region-Standard,0.0,2.38e0,1.22e-1,38.3,0.000
Zakharov_2D,L-BFGS-MoreThuente,100.0,7.07e-9,3.76e-9,67.3,0.001
Zakharov_2D,Adam-Fast,0.0,2.81e-1,2.54e-1,37.5,0.001
Zakharov_2D,Adam-Robust,0.0,3.83e-2,6.91e-3,2502.0,0.056
Zakharov_5D,Adam-Fast,0.0,9.66e0,7.78e0,34.8,0.001
Zakharov_5D,QQN-GoldenSection,100.0,2.83e-12,2.45e-13,138.0,0.002
Zakharov_5D,Adam-AMSGrad,0.0,2.23e-2,4.59e-3,2502.0,0.059
Zakharov_5D,Adam-WeightDecay,60.0,8.64e-3,9.76e-9,1586.3,0.035
Zakharov_5D,Adam-Robust,0.0,7.06e-2,6.18e-3,2502.0,0.059
Zakharov_5D,QQN-StrongWolfe,100.0,2.41e-9,2.91e-14,100.3,0.003
Zakharov_5D,GD-Momentum,0.0,5.45e1,3.48e1,18.9,0.001
Zakharov_5D,Trust Region-Standard,0.0,2.28e3,6.92e2,3002.0,0.020
Zakharov_5D,L-BFGS,0.0,2.69e1,2.58e-1,93.0,0.002
Zakharov_5D,Trust Region-Conservative,0.0,3.28e3,2.05e3,3002.0,0.020
Zakharov_5D,Trust Region-Aggressive,0.0,5.65e1,6.02e-1,2415.8,0.016
Zakharov_5D,Trust Region-Precise,0.0,3.50e3,2.04e3,3002.0,0.020
Zakharov_5D,QQN-CubicQuadraticInterpolation,100.0,1.52e-9,3.50e-12,205.0,0.008
Zakharov_5D,L-BFGS-Limited,95.0,1.94e-8,7.85e-9,1078.6,0.016
Zakharov_5D,Trust Region-Adaptive,0.0,3.10e3,1.77e3,3002.0,0.020
Zakharov_5D,L-BFGS-Conservative,100.0,7.32e-9,2.42e-10,492.9,0.012
Zakharov_5D,GD-Nesterov,0.0,5.05e0,1.42e0,18.1,0.001
Zakharov_5D,Adam,0.0,2.82e-3,2.65e-4,2502.0,0.052
Zakharov_5D,GD-AdaptiveMomentum,0.0,6.97e1,4.83e1,18.5,0.001
Zakharov_5D,GD-WeightDecay,25.0,7.62e-1,9.24e-9,52.5,0.002
Zakharov_5D,L-BFGS-Aggressive,0.0,4.22e1,2.82e1,3309.5,0.061
Zakharov_5D,QQN-Bisection-1,100.0,1.12e-12,5.59e-14,118.0,0.002
Zakharov_5D,QQN-Bisection-2,100.0,1.50e-9,2.56e-15,114.7,0.003
Zakharov_5D,GD,100.0,9.78e-9,9.63e-9,477.1,0.012
Zakharov_5D,L-BFGS-MoreThuente,100.0,9.32e-9,8.60e-9,634.6,0.013
Zakharov_10D,Adam-WeightDecay,0.0,1.79e-1,1.29e-1,683.1,0.016
Zakharov_10D,Adam-AMSGrad,0.0,1.09e-1,3.67e-2,2016.2,0.050
Zakharov_10D,QQN-Bisection-2,100.0,1.58e-9,1.13e-10,159.2,0.004
Zakharov_10D,Trust Region-Adaptive,0.0,5.56e5,4.08e5,3002.0,0.022
Zakharov_10D,Trust Region-Conservative,0.0,5.85e5,4.55e5,3002.0,0.022
Zakharov_10D,QQN-CubicQuadraticInterpolation,100.0,1.75e-9,4.53e-10,312.8,0.013
Zakharov_10D,L-BFGS-Aggressive,0.0,9.79e-1,1.37e-2,3811.6,0.052
Zakharov_10D,Trust Region-Aggressive,0.0,5.60e5,4.02e5,3002.0,0.022
Zakharov_10D,QQN-StrongWolfe,95.0,9.67e-4,2.12e-14,281.4,0.009
Zakharov_10D,GD-Nesterov,0.0,8.62e2,4.52e1,20.2,0.001
Zakharov_10D,Trust Region-Precise,0.0,5.73e5,4.07e5,3002.0,0.022
Zakharov_10D,L-BFGS-Limited,55.0,9.29e-2,5.26e-9,2588.7,0.034
Zakharov_10D,L-BFGS-MoreThuente,0.0,1.67e-6,4.87e-7,2886.3,0.059
Zakharov_10D,L-BFGS,0.0,2.07e4,6.23e3,3286.7,0.060
Zakharov_10D,GD-AdaptiveMomentum,0.0,6.98e3,4.52e3,20.9,0.001
Zakharov_10D,GD-WeightDecay,30.0,1.51e1,8.77e-9,67.5,0.002
Zakharov_10D,Adam-Robust,0.0,3.12e0,2.92e-2,2502.0,0.062
Zakharov_10D,Trust Region-Standard,0.0,5.72e5,3.74e5,3002.0,0.022
Zakharov_10D,GD-Momentum,0.0,6.41e3,1.95e3,21.1,0.001
Zakharov_10D,Adam-Fast,0.0,1.13e3,3.62e2,34.7,0.001
Zakharov_10D,QQN-GoldenSection,100.0,1.50e-9,3.14e-19,233.1,0.004
Zakharov_10D,GD,10.0,3.37e-1,9.65e-9,686.0,0.020
Zakharov_10D,Adam,0.0,4.52e-2,1.69e-3,2253.9,0.050
Zakharov_10D,QQN-Bisection-1,100.0,1.96e-9,4.68e-16,161.5,0.003
Zakharov_10D,L-BFGS-Conservative,0.0,7.82e23,1.68e5,68.5,0.002
IllConditionedRosenbrock_2D_alpha100,Adam,0.0,1.22e0,4.86e-1,2502.0,0.049
IllConditionedRosenbrock_2D_alpha100,L-BFGS,0.0,1.36e2,8.12e-1,121.5,0.002
IllConditionedRosenbrock_2D_alpha100,Trust Region-Standard,0.0,4.18e0,3.95e0,89.6,0.001
IllConditionedRosenbrock_2D_alpha100,Trust Region-Aggressive,0.0,4.66e0,4.01e0,27.6,0.000
IllConditionedRosenbrock_2D_alpha100,GD-Nesterov,0.0,1.49e0,5.05e-2,46.1,0.001
IllConditionedRosenbrock_2D_alpha100,GD-AdaptiveMomentum,0.0,8.18e-1,4.17e-2,49.2,0.002
IllConditionedRosenbrock_2D_alpha100,L-BFGS-Conservative,80.0,2.69e-4,2.05e-9,1800.6,0.030
IllConditionedRosenbrock_2D_alpha100,QQN-Bisection-1,5.0,4.65e-1,1.58e-8,2369.2,0.052
IllConditionedRosenbrock_2D_alpha100,Adam-AMSGrad,0.0,3.83e0,4.66e-1,678.1,0.015
IllConditionedRosenbrock_2D_alpha100,GD-Momentum,0.0,5.61e0,4.79e-1,23.8,0.001
IllConditionedRosenbrock_2D_alpha100,L-BFGS-MoreThuente,65.0,1.52e-2,3.79e-9,1487.5,0.027
IllConditionedRosenbrock_2D_alpha100,Adam-WeightDecay,0.0,4.11e0,1.55e-2,231.9,0.005
IllConditionedRosenbrock_2D_alpha100,Trust Region-Adaptive,0.0,4.12e0,3.83e0,494.4,0.003
IllConditionedRosenbrock_2D_alpha100,QQN-GoldenSection,0.0,1.25e-1,6.99e-5,4459.4,0.081
IllConditionedRosenbrock_2D_alpha100,Trust Region-Conservative,0.0,2.84e1,1.90e-1,2770.7,0.017
IllConditionedRosenbrock_2D_alpha100,Trust Region-Precise,0.0,7.26e0,3.76e0,946.2,0.006
IllConditionedRosenbrock_2D_alpha100,GD-WeightDecay,0.0,3.65e0,3.75e-2,58.7,0.002
IllConditionedRosenbrock_2D_alpha100,Adam-Robust,0.0,4.04e0,1.90e0,419.2,0.009
IllConditionedRosenbrock_2D_alpha100,GD,0.0,1.23e0,7.46e-1,854.0,0.021
